SAMPLENAME,TITLE,panelnbr,cellnbr,pname,cellname,Value
META-8019,(p-Hydroxyphenyl)lactic acid,5,2,Breast,NCI/ADR-RES,0.856
META-8017,3-phospho-d-glycerate,5,2,Breast,NCI/ADR-RES,0.304
META-8018,3-phospho-d-glycerate,5,2,Breast,NCI/ADR-RES,0.389
META-8019,3-phospho-d-glycerate,5,2,Breast,NCI/ADR-RES,0.396
META-8017,"5,6-Dimethylbenzimidazole",5,2,Breast,NCI/ADR-RES,0.235
META-8018,"5,6-Dimethylbenzimidazole",5,2,Breast,NCI/ADR-RES,0.312
META-8019,"5,6-Dimethylbenzimidazole",5,2,Breast,NCI/ADR-RES,0.319
META-8017,5-oxoproline,5,2,Breast,NCI/ADR-RES,0.356
META-8018,5-oxoproline,5,2,Breast,NCI/ADR-RES,0.304
META-8019,5-oxoproline,5,2,Breast,NCI/ADR-RES,0.371
META-8017,6-phosphogluconic acid,5,2,Breast,NCI/ADR-RES,0.750
META-8018,6-phosphogluconic acid,5,2,Breast,NCI/ADR-RES,0.915
META-8019,6-phosphogluconic acid,5,2,Breast,NCI/ADR-RES,0.915
META-8017,adenine,5,2,Breast,NCI/ADR-RES,0.071
META-8018,adenine,5,2,Breast,NCI/ADR-RES,0.071
META-8019,adenine,5,2,Breast,NCI/ADR-RES,0.071
META-8017,adenosine,5,2,Breast,NCI/ADR-RES,0.080
META-8018,adenosine,5,2,Breast,NCI/ADR-RES,0.080
META-8019,adenosine,5,2,Breast,NCI/ADR-RES,0.080
META-8017,alanine,5,2,Breast,NCI/ADR-RES,0.655
META-8018,alanine,5,2,Breast,NCI/ADR-RES,0.712
META-8019,alanine,5,2,Breast,NCI/ADR-RES,0.661
META-8017,alpha-D-ribose 5-phosphate,5,2,Breast,NCI/ADR-RES,1.033
META-8018,alpha-D-ribose 5-phosphate,5,2,Breast,NCI/ADR-RES,0.507
META-8019,alpha-D-ribose 5-phosphate,5,2,Breast,NCI/ADR-RES,0.082
META-8017,alpha-tocopherol,5,2,Breast,NCI/ADR-RES,0.611
META-8018,alpha-tocopherol,5,2,Breast,NCI/ADR-RES,2.043
META-8019,alpha-tocopherol,5,2,Breast,NCI/ADR-RES,1.022
META-8017,anthranilic acid,5,2,Breast,NCI/ADR-RES,0.812
META-8018,anthranilic acid,5,2,Breast,NCI/ADR-RES,0.733
META-8019,anthranilic acid,5,2,Breast,NCI/ADR-RES,0.525
META-8017,arabinose,5,2,Breast,NCI/ADR-RES,0.691
META-8018,arabinose,5,2,Breast,NCI/ADR-RES,0.821
META-8019,arabinose,5,2,Breast,NCI/ADR-RES,0.122
META-8017,arginine,5,2,Breast,NCI/ADR-RES,0.594
META-8018,arginine,5,2,Breast,NCI/ADR-RES,0.591
META-8019,arginine,5,2,Breast,NCI/ADR-RES,0.786
META-8017,asparagine,5,2,Breast,NCI/ADR-RES,0.325
META-8018,asparagine,5,2,Breast,NCI/ADR-RES,0.358
META-8019,asparagine,5,2,Breast,NCI/ADR-RES,0.300
META-8017,aspartate,5,2,Breast,NCI/ADR-RES,0.309
META-8018,aspartate,5,2,Breast,NCI/ADR-RES,0.310
META-8019,aspartate,5,2,Breast,NCI/ADR-RES,0.339
META-8017,beta-alanine,5,2,Breast,NCI/ADR-RES,0.082
META-8018,beta-alanine,5,2,Breast,NCI/ADR-RES,0.082
META-8019,beta-alanine,5,2,Breast,NCI/ADR-RES,0.082
META-8017,cholesterol,5,2,Breast,NCI/ADR-RES,1.135
META-8018,cholesterol,5,2,Breast,NCI/ADR-RES,1.233
META-8019,cholesterol,5,2,Breast,NCI/ADR-RES,1.026
META-8017,citric acid,5,2,Breast,NCI/ADR-RES,0.294
META-8018,citric acid,5,2,Breast,NCI/ADR-RES,0.359
META-8019,citric acid,5,2,Breast,NCI/ADR-RES,0.534
META-8017,creatinine,5,2,Breast,NCI/ADR-RES,0.963
META-8018,creatinine,5,2,Breast,NCI/ADR-RES,1.027
META-8019,creatinine,5,2,Breast,NCI/ADR-RES,1.008
META-8017,cysteine,5,2,Breast,NCI/ADR-RES,0.070
META-8018,cysteine,5,2,Breast,NCI/ADR-RES,0.070
META-8019,cysteine,5,2,Breast,NCI/ADR-RES,0.070
META-8017,D-allose,5,2,Breast,NCI/ADR-RES,0.502
META-8018,D-allose,5,2,Breast,NCI/ADR-RES,0.508
META-8019,D-allose,5,2,Breast,NCI/ADR-RES,0.372
META-8017,DL-cystathionine,5,2,Breast,NCI/ADR-RES,0.719
META-8018,DL-cystathionine,5,2,Breast,NCI/ADR-RES,0.745
META-8019,DL-cystathionine,5,2,Breast,NCI/ADR-RES,0.577
META-8017,D-ribose,5,2,Breast,NCI/ADR-RES,0.407
META-8018,D-ribose,5,2,Breast,NCI/ADR-RES,0.506
META-8019,D-ribose,5,2,Breast,NCI/ADR-RES,0.375
META-8017,fumaric acid,5,2,Breast,NCI/ADR-RES,0.394
META-8018,fumaric acid,5,2,Breast,NCI/ADR-RES,0.482
META-8019,fumaric acid,5,2,Breast,NCI/ADR-RES,0.423
META-8017,gluconic acid,5,2,Breast,NCI/ADR-RES,0.516
META-8018,gluconic acid,5,2,Breast,NCI/ADR-RES,0.328
META-8019,gluconic acid,5,2,Breast,NCI/ADR-RES,0.459
META-8017,glucose-6-phosphate,5,2,Breast,NCI/ADR-RES,0.694
META-8018,glucose-6-phosphate,5,2,Breast,NCI/ADR-RES,0.780
META-8019,glucose-6-phosphate,5,2,Breast,NCI/ADR-RES,6.729
META-8017,glutamic acid,5,2,Breast,NCI/ADR-RES,0.290
META-8018,glutamic acid,5,2,Breast,NCI/ADR-RES,0.297
META-8019,glutamic acid,5,2,Breast,NCI/ADR-RES,0.271
META-8017,glutamine,5,2,Breast,NCI/ADR-RES,0.232
META-8018,glutamine,5,2,Breast,NCI/ADR-RES,0.170
META-8019,glutamine,5,2,Breast,NCI/ADR-RES,0.295
META-8017,glyceraldehyde,5,2,Breast,NCI/ADR-RES,0.269
META-8018,glyceraldehyde,5,2,Breast,NCI/ADR-RES,0.434
META-8019,glyceraldehyde,5,2,Breast,NCI/ADR-RES,0.337
META-8017,glyceric acid,5,2,Breast,NCI/ADR-RES,0.474
META-8018,glyceric acid,5,2,Breast,NCI/ADR-RES,0.371
META-8019,glyceric acid,5,2,Breast,NCI/ADR-RES,0.542
META-8017,glycerol,5,2,Breast,NCI/ADR-RES,0.983
META-8018,glycerol,5,2,Breast,NCI/ADR-RES,1.022
META-8019,glycerol,5,2,Breast,NCI/ADR-RES,1.234
META-8017,glycine,5,2,Breast,NCI/ADR-RES,0.302
META-8018,glycine,5,2,Breast,NCI/ADR-RES,0.324
META-8019,glycine,5,2,Breast,NCI/ADR-RES,0.296
META-8017,"gulono-1,4-lactone",5,2,Breast,NCI/ADR-RES,0.031
META-8018,"gulono-1,4-lactone",5,2,Breast,NCI/ADR-RES,0.031
META-8019,"gulono-1,4-lactone",5,2,Breast,NCI/ADR-RES,0.031
META-8017,histidine,5,2,Breast,NCI/ADR-RES,0.256
META-8018,histidine,5,2,Breast,NCI/ADR-RES,0.316
META-8019,histidine,5,2,Breast,NCI/ADR-RES,0.382
META-8017,hypotaurine,5,2,Breast,NCI/ADR-RES,0.081
META-8018,hypotaurine,5,2,Breast,NCI/ADR-RES,0.081
META-8019,hypotaurine,5,2,Breast,NCI/ADR-RES,0.081
META-8017,inositol,5,2,Breast,NCI/ADR-RES,1.075
META-8018,inositol,5,2,Breast,NCI/ADR-RES,1.035
META-8019,inositol,5,2,Breast,NCI/ADR-RES,0.693
META-8017,inositol 1-phosphate,5,2,Breast,NCI/ADR-RES,1.167
META-8018,inositol 1-phosphate,5,2,Breast,NCI/ADR-RES,1.218
META-8019,inositol 1-phosphate,5,2,Breast,NCI/ADR-RES,1.204
META-8017,isoleucine,5,2,Breast,NCI/ADR-RES,0.501
META-8018,isoleucine,5,2,Breast,NCI/ADR-RES,0.482
META-8019,isoleucine,5,2,Breast,NCI/ADR-RES,0.497
META-8017,lactate,5,2,Breast,NCI/ADR-RES,0.209
META-8018,lactate,5,2,Breast,NCI/ADR-RES,0.245
META-8019,lactate,5,2,Breast,NCI/ADR-RES,0.251
META-8017,L-allo-threonine,5,2,Breast,NCI/ADR-RES,0.467
META-8018,L-allo-threonine,5,2,Breast,NCI/ADR-RES,0.476
META-8019,L-allo-threonine,5,2,Breast,NCI/ADR-RES,0.401
META-8017,L-arabitol,5,2,Breast,NCI/ADR-RES,0.344
META-8018,L-arabitol,5,2,Breast,NCI/ADR-RES,0.429
META-8019,L-arabitol,5,2,Breast,NCI/ADR-RES,0.633
META-8017,leucine,5,2,Breast,NCI/ADR-RES,0.522
META-8018,leucine,5,2,Breast,NCI/ADR-RES,0.578
META-8019,leucine,5,2,Breast,NCI/ADR-RES,0.541
META-8017,malic acid,5,2,Breast,NCI/ADR-RES,0.411
META-8018,malic acid,5,2,Breast,NCI/ADR-RES,0.368
META-8019,malic acid,5,2,Breast,NCI/ADR-RES,0.337
META-8017,mannose,5,2,Breast,NCI/ADR-RES,0.950
META-8018,mannose,5,2,Breast,NCI/ADR-RES,0.741
META-8019,mannose,5,2,Breast,NCI/ADR-RES,1.000
META-8017,mannose-6-phosphate,5,2,Breast,NCI/ADR-RES,0.871
META-8018,mannose-6-phosphate,5,2,Breast,NCI/ADR-RES,0.766
META-8019,mannose-6-phosphate,5,2,Breast,NCI/ADR-RES,0.389
META-8017,melatonin,5,2,Breast,NCI/ADR-RES,1.129
META-8018,melatonin,5,2,Breast,NCI/ADR-RES,0.200
META-8019,melatonin,5,2,Breast,NCI/ADR-RES,0.873
META-8017,N(5)-(aminocarbonyl)-L-ornithine,5,2,Breast,NCI/ADR-RES,0.724
META-8018,N(5)-(aminocarbonyl)-L-ornithine,5,2,Breast,NCI/ADR-RES,0.945
META-8019,N(5)-(aminocarbonyl)-L-ornithine,5,2,Breast,NCI/ADR-RES,0.754
META-8017,N-acetylneuraminic acid,5,2,Breast,NCI/ADR-RES,0.955
META-8018,N-acetylneuraminic acid,5,2,Breast,NCI/ADR-RES,1.020
META-8019,N-acetylneuraminic acid,5,2,Breast,NCI/ADR-RES,1.013
META-8017,n-dodecanoate,5,2,Breast,NCI/ADR-RES,1.201
META-8018,n-dodecanoate,5,2,Breast,NCI/ADR-RES,0.910
META-8019,n-dodecanoate,5,2,Breast,NCI/ADR-RES,1.412
META-8017,n-hexadecanoic acid,5,2,Breast,NCI/ADR-RES,1.080
META-8018,n-hexadecanoic acid,5,2,Breast,NCI/ADR-RES,1.006
META-8019,n-hexadecanoic acid,5,2,Breast,NCI/ADR-RES,1.153
META-8017,octopamine,5,2,Breast,NCI/ADR-RES,0.113
META-8018,octopamine,5,2,Breast,NCI/ADR-RES,0.113
META-8019,octopamine,5,2,Breast,NCI/ADR-RES,0.986
META-8017,oleic acid,5,2,Breast,NCI/ADR-RES,0.740
META-8018,oleic acid,5,2,Breast,NCI/ADR-RES,1.134
META-8019,oleic acid,5,2,Breast,NCI/ADR-RES,1.345
META-8017,ornithine,5,2,Breast,NCI/ADR-RES,0.899
META-8018,ornithine,5,2,Breast,NCI/ADR-RES,0.733
META-8019,ornithine,5,2,Breast,NCI/ADR-RES,1.170
META-8017,orotidine 5'-phosphate,5,2,Breast,NCI/ADR-RES,0.033
META-8018,orotidine 5'-phosphate,5,2,Breast,NCI/ADR-RES,0.033
META-8019,orotidine 5'-phosphate,5,2,Breast,NCI/ADR-RES,0.033
META-8017,palmitoleic acid,5,2,Breast,NCI/ADR-RES,1.000
META-8018,palmitoleic acid,5,2,Breast,NCI/ADR-RES,1.138
META-8019,palmitoleic acid,5,2,Breast,NCI/ADR-RES,1.163
META-8017,phosphate,5,2,Breast,NCI/ADR-RES,1.000
META-8018,phosphate,5,2,Breast,NCI/ADR-RES,0.977
META-8019,phosphate,5,2,Breast,NCI/ADR-RES,1.194
META-8017,Possible Artifact-2336 (RI Ladder),5,2,Breast,NCI/ADR-RES,0.962
META-8018,Possible Artifact-2336 (RI Ladder),5,2,Breast,NCI/ADR-RES,1.019
META-8019,Possible Artifact-2336 (RI Ladder),5,2,Breast,NCI/ADR-RES,1.111
META-8017,X-2911,5,2,Breast,NCI/ADR-RES,0.236
META-8018,X-2911,5,2,Breast,NCI/ADR-RES,0.236
META-8019,X-2911,5,2,Breast,NCI/ADR-RES,0.236
META-8017,X-3014,5,2,Breast,NCI/ADR-RES,0.185
META-8018,X-3014,5,2,Breast,NCI/ADR-RES,0.185
META-8019,X-3014,5,2,Breast,NCI/ADR-RES,0.185
META-8017,X-3016,5,2,Breast,NCI/ADR-RES,0.305
META-8018,X-3016,5,2,Breast,NCI/ADR-RES,0.305
META-8019,X-3016,5,2,Breast,NCI/ADR-RES,0.305
META-8017,X-3022,5,2,Breast,NCI/ADR-RES,0.415
META-8018,X-3022,5,2,Breast,NCI/ADR-RES,0.415
META-8019,X-3022,5,2,Breast,NCI/ADR-RES,0.415
META-8017,X-3034,5,2,Breast,NCI/ADR-RES,0.145
META-8018,X-3034,5,2,Breast,NCI/ADR-RES,0.145
META-8019,X-3034,5,2,Breast,NCI/ADR-RES,0.304
META-8017,X-3074,5,2,Breast,NCI/ADR-RES,0.066
META-8018,X-3074,5,2,Breast,NCI/ADR-RES,0.066
META-8019,X-3074,5,2,Breast,NCI/ADR-RES,0.066
META-8017,X-3085 = Inositol 2,5,2,Breast,NCI/ADR-RES,0.474
META-8018,X-3085 = Inositol 2,5,2,Breast,NCI/ADR-RES,0.541
META-8019,X-3085 = Inositol 2,5,2,Breast,NCI/ADR-RES,0.630
META-8017,X-3090,5,2,Breast,NCI/ADR-RES,0.078
META-8018,X-3090,5,2,Breast,NCI/ADR-RES,0.078
META-8019,X-3090,5,2,Breast,NCI/ADR-RES,0.078
META-8017,X-3091,5,2,Breast,NCI/ADR-RES,0.711
META-8018,X-3091,5,2,Breast,NCI/ADR-RES,1.182
META-8019,X-3091,5,2,Breast,NCI/ADR-RES,1.015
META-8017,X-3094,5,2,Breast,NCI/ADR-RES,0.717
META-8018,X-3094,5,2,Breast,NCI/ADR-RES,0.691
META-8019,X-3094,5,2,Breast,NCI/ADR-RES,0.704
META-8017,X-3101,5,2,Breast,NCI/ADR-RES,0.494
META-8018,X-3101,5,2,Breast,NCI/ADR-RES,0.657
META-8019,X-3101,5,2,Breast,NCI/ADR-RES,0.783
META-8017,X-3996,5,2,Breast,NCI/ADR-RES,0.070
META-8018,X-3996,5,2,Breast,NCI/ADR-RES,0.070
META-8019,X-3996,5,2,Breast,NCI/ADR-RES,0.070
META-8017,X-3998,5,2,Breast,NCI/ADR-RES,0.117
META-8018,X-3998,5,2,Breast,NCI/ADR-RES,0.117
META-8019,X-3998,5,2,Breast,NCI/ADR-RES,0.117
META-8017,X-4015,5,2,Breast,NCI/ADR-RES,0.120
META-8018,X-4015,5,2,Breast,NCI/ADR-RES,0.286
META-8019,X-4015,5,2,Breast,NCI/ADR-RES,0.326
META-8017,X-4019,5,2,Breast,NCI/ADR-RES,0.278
META-8018,X-4019,5,2,Breast,NCI/ADR-RES,0.277
META-8019,X-4019,5,2,Breast,NCI/ADR-RES,0.313
META-8017,X-4020,5,2,Breast,NCI/ADR-RES,0.116
META-8018,X-4020,5,2,Breast,NCI/ADR-RES,0.096
META-8019,X-4020,5,2,Breast,NCI/ADR-RES,0.113
META-8017,X-4027,5,2,Breast,NCI/ADR-RES,1.992
META-8018,X-4027,5,2,Breast,NCI/ADR-RES,2.324
META-8019,X-4027,5,2,Breast,NCI/ADR-RES,2.112
META-8017,X-4032,5,2,Breast,NCI/ADR-RES,0.761
META-8018,X-4032,5,2,Breast,NCI/ADR-RES,0.782
META-8019,X-4032,5,2,Breast,NCI/ADR-RES,0.646
META-8017,X-4043,5,2,Breast,NCI/ADR-RES,0.889
META-8018,X-4043,5,2,Breast,NCI/ADR-RES,0.908
META-8019,X-4043,5,2,Breast,NCI/ADR-RES,1.000
META-8017,X-4046,5,2,Breast,NCI/ADR-RES,4.265
META-8018,X-4046,5,2,Breast,NCI/ADR-RES,3.100
META-8019,X-4046,5,2,Breast,NCI/ADR-RES,4.595
META-8017,X-4051,5,2,Breast,NCI/ADR-RES,0.157
META-8018,X-4051,5,2,Breast,NCI/ADR-RES,0.157
META-8019,X-4051,5,2,Breast,NCI/ADR-RES,0.319
META-8017,X-4053,5,2,Breast,NCI/ADR-RES,0.132
META-8018,X-4053,5,2,Breast,NCI/ADR-RES,0.142
META-8019,X-4053,5,2,Breast,NCI/ADR-RES,0.194
META-8017,X-4058,5,2,Breast,NCI/ADR-RES,0.182
META-8018,X-4058,5,2,Breast,NCI/ADR-RES,0.182
META-8019,X-4058,5,2,Breast,NCI/ADR-RES,0.885
META-8017,X-4075,5,2,Breast,NCI/ADR-RES,0.596
META-8018,X-4075,5,2,Breast,NCI/ADR-RES,1.000
META-8019,X-4075,5,2,Breast,NCI/ADR-RES,0.102
META-8017,X-4133,5,2,Breast,NCI/ADR-RES,0.719
META-8018,X-4133,5,2,Breast,NCI/ADR-RES,0.868
META-8019,X-4133,5,2,Breast,NCI/ADR-RES,0.472
META-8017,X-4251,5,2,Breast,NCI/ADR-RES,0.596
META-8018,X-4251,5,2,Breast,NCI/ADR-RES,0.544
META-8019,X-4251,5,2,Breast,NCI/ADR-RES,0.433
META-8017,X-4271,5,2,Breast,NCI/ADR-RES,0.338
META-8018,X-4271,5,2,Breast,NCI/ADR-RES,0.338
META-8019,X-4271,5,2,Breast,NCI/ADR-RES,0.338
META-8017,X-4354,5,2,Breast,NCI/ADR-RES,1.055
META-8018,X-4354,5,2,Breast,NCI/ADR-RES,1.020
META-8019,X-4354,5,2,Breast,NCI/ADR-RES,0.974
META-8017,X-4362,5,2,Breast,NCI/ADR-RES,0.141
META-8018,X-4362,5,2,Breast,NCI/ADR-RES,0.141
META-8019,X-4362,5,2,Breast,NCI/ADR-RES,0.568
META-8017,X-4503,5,2,Breast,NCI/ADR-RES,0.233
META-8018,X-4503,5,2,Breast,NCI/ADR-RES,0.233
META-8019,X-4503,5,2,Breast,NCI/ADR-RES,0.233
META-8017,X-4510,5,2,Breast,NCI/ADR-RES,0.261
META-8018,X-4510,5,2,Breast,NCI/ADR-RES,0.261
META-8019,X-4510,5,2,Breast,NCI/ADR-RES,0.261
META-8017,X-4514,5,2,Breast,NCI/ADR-RES,0.261
META-8018,X-4514,5,2,Breast,NCI/ADR-RES,0.261
META-8019,X-4514,5,2,Breast,NCI/ADR-RES,0.261
META-8017,X-4516,5,2,Breast,NCI/ADR-RES,0.763
META-8018,X-4516,5,2,Breast,NCI/ADR-RES,0.734
META-8019,X-4516,5,2,Breast,NCI/ADR-RES,0.711
META-8017,X-4517,5,2,Breast,NCI/ADR-RES,0.164
META-8018,X-4517,5,2,Breast,NCI/ADR-RES,0.164
META-8019,X-4517,5,2,Breast,NCI/ADR-RES,0.164
META-8017,X-4522,5,2,Breast,NCI/ADR-RES,1.000
META-8018,X-4522,5,2,Breast,NCI/ADR-RES,0.941
META-8019,X-4522,5,2,Breast,NCI/ADR-RES,0.877
META-8017,X-4523,5,2,Breast,NCI/ADR-RES,0.298
META-8018,X-4523,5,2,Breast,NCI/ADR-RES,0.345
META-8019,X-4523,5,2,Breast,NCI/ADR-RES,0.293
META-8017,X-4593,5,2,Breast,NCI/ADR-RES,0.585
META-8018,X-4593,5,2,Breast,NCI/ADR-RES,0.626
META-8019,X-4593,5,2,Breast,NCI/ADR-RES,0.831
META-8017,X-4611,5,2,Breast,NCI/ADR-RES,0.085
META-8018,X-4611,5,2,Breast,NCI/ADR-RES,0.085
META-8019,X-4611,5,2,Breast,NCI/ADR-RES,0.085
META-8017,proline,5,2,Breast,NCI/ADR-RES,0.322
META-8018,proline,5,2,Breast,NCI/ADR-RES,0.353
META-8019,proline,5,2,Breast,NCI/ADR-RES,0.314
META-8017,Putrescine,5,2,Breast,NCI/ADR-RES,0.674
META-8018,Putrescine,5,2,Breast,NCI/ADR-RES,0.710
META-8019,Putrescine,5,2,Breast,NCI/ADR-RES,1.000
META-8017,pyrophosphate,5,2,Breast,NCI/ADR-RES,0.007
META-8018,pyrophosphate,5,2,Breast,NCI/ADR-RES,0.007
META-8019,pyrophosphate,5,2,Breast,NCI/ADR-RES,0.007
META-8017,ribulose-5-phosphate,5,2,Breast,NCI/ADR-RES,0.474
META-8018,ribulose-5-phosphate,5,2,Breast,NCI/ADR-RES,0.304
META-8019,ribulose-5-phosphate,5,2,Breast,NCI/ADR-RES,0.678
META-8017,serine,5,2,Breast,NCI/ADR-RES,0.545
META-8018,serine,5,2,Breast,NCI/ADR-RES,0.617
META-8019,serine,5,2,Breast,NCI/ADR-RES,0.578
META-8017,sn-Glycerol 3-phosphate,5,2,Breast,NCI/ADR-RES,0.442
META-8018,sn-Glycerol 3-phosphate,5,2,Breast,NCI/ADR-RES,0.429
META-8019,sn-Glycerol 3-phosphate,5,2,Breast,NCI/ADR-RES,0.383
META-8017,sorbitol,5,2,Breast,NCI/ADR-RES,0.415
META-8018,sorbitol,5,2,Breast,NCI/ADR-RES,0.449
META-8019,sorbitol,5,2,Breast,NCI/ADR-RES,0.330
META-8017,Spermidine,5,2,Breast,NCI/ADR-RES,0.145
META-8018,Spermidine,5,2,Breast,NCI/ADR-RES,0.145
META-8019,Spermidine,5,2,Breast,NCI/ADR-RES,0.145
META-8017,succinate,5,2,Breast,NCI/ADR-RES,0.740
META-8018,succinate,5,2,Breast,NCI/ADR-RES,0.885
META-8019,succinate,5,2,Breast,NCI/ADR-RES,0.771
META-8017,tetradecanoic acid,5,2,Breast,NCI/ADR-RES,0.855
META-8018,tetradecanoic acid,5,2,Breast,NCI/ADR-RES,0.934
META-8019,tetradecanoic acid,5,2,Breast,NCI/ADR-RES,1.099
META-8017,threonine,5,2,Breast,NCI/ADR-RES,0.510
META-8018,threonine,5,2,Breast,NCI/ADR-RES,0.470
META-8019,threonine,5,2,Breast,NCI/ADR-RES,0.441
META-8017,trans-11-eicosenoic acid,5,2,Breast,NCI/ADR-RES,0.971
META-8018,trans-11-eicosenoic acid,5,2,Breast,NCI/ADR-RES,0.186
META-8019,trans-11-eicosenoic acid,5,2,Breast,NCI/ADR-RES,1.738
META-8017,trans-4-hydroxyproline,5,2,Breast,NCI/ADR-RES,0.296
META-8018,trans-4-hydroxyproline,5,2,Breast,NCI/ADR-RES,0.318
META-8019,trans-4-hydroxyproline,5,2,Breast,NCI/ADR-RES,0.347
META-8017,tyramine,5,2,Breast,NCI/ADR-RES,0.883
META-8018,tyramine,5,2,Breast,NCI/ADR-RES,0.969
META-8019,tyramine,5,2,Breast,NCI/ADR-RES,1.076
META-8017,tyrosine,5,2,Breast,NCI/ADR-RES,0.540
META-8018,tyrosine,5,2,Breast,NCI/ADR-RES,0.545
META-8019,tyrosine,5,2,Breast,NCI/ADR-RES,0.523
META-8017,uracil,5,2,Breast,NCI/ADR-RES,2.027
META-8018,uracil,5,2,Breast,NCI/ADR-RES,1.940
META-8019,uracil,5,2,Breast,NCI/ADR-RES,2.007
META-8017,urea,5,2,Breast,NCI/ADR-RES,0.795
META-8018,urea,5,2,Breast,NCI/ADR-RES,0.932
META-8019,urea,5,2,Breast,NCI/ADR-RES,1.415
META-8017,uric acid,5,2,Breast,NCI/ADR-RES,1.235
META-8018,uric acid,5,2,Breast,NCI/ADR-RES,1.251
META-8019,uric acid,5,2,Breast,NCI/ADR-RES,1.684
META-8017,valine,5,2,Breast,NCI/ADR-RES,0.609
META-8018,valine,5,2,Breast,NCI/ADR-RES,0.621
META-8019,valine,5,2,Breast,NCI/ADR-RES,0.628
META-8017,xanthosine,5,2,Breast,NCI/ADR-RES,0.780
META-8018,xanthosine,5,2,Breast,NCI/ADR-RES,0.694
META-8019,xanthosine,5,2,Breast,NCI/ADR-RES,0.108
META-8017,(2-Aminoethyl)phosphonate,5,2,Breast,NCI/ADR-RES,0.214
META-8018,(2-Aminoethyl)phosphonate,5,2,Breast,NCI/ADR-RES,0.214
META-8019,(2-Aminoethyl)phosphonate,5,2,Breast,NCI/ADR-RES,0.214
META-8017,"2,3-diphospho-D-glyceric acid",5,2,Breast,NCI/ADR-RES,1.729
META-8018,"2,3-diphospho-D-glyceric acid",5,2,Breast,NCI/ADR-RES,1.805
META-8019,"2,3-diphospho-D-glyceric acid",5,2,Breast,NCI/ADR-RES,1.678
META-8017,2'-deoxyadenosine 5'-diphosphate,5,2,Breast,NCI/ADR-RES,0.324
META-8018,2'-deoxyadenosine 5'-diphosphate,5,2,Breast,NCI/ADR-RES,0.324
META-8019,2'-deoxyadenosine 5'-diphosphate,5,2,Breast,NCI/ADR-RES,0.324
META-8017,2'-deoxyuridine,5,2,Breast,NCI/ADR-RES,0.104
META-8018,2'-deoxyuridine,5,2,Breast,NCI/ADR-RES,0.104
META-8019,2'-deoxyuridine,5,2,Breast,NCI/ADR-RES,0.104
META-8017,2'-deoxyuridine 5'-triphosphate,5,2,Breast,NCI/ADR-RES,0.222
META-8018,2'-deoxyuridine 5'-triphosphate,5,2,Breast,NCI/ADR-RES,0.222
META-8019,2'-deoxyuridine 5'-triphosphate,5,2,Breast,NCI/ADR-RES,0.222
META-8017,3-hydroxy-3-methylglutarate,5,2,Breast,NCI/ADR-RES,0.436
META-8018,3-hydroxy-3-methylglutarate,5,2,Breast,NCI/ADR-RES,0.630
META-8019,3-hydroxy-3-methylglutarate,5,2,Breast,NCI/ADR-RES,0.397
META-8017,3-methyl-L-histidine,5,2,Breast,NCI/ADR-RES,0.245
META-8018,3-methyl-L-histidine,5,2,Breast,NCI/ADR-RES,0.041
META-8019,3-methyl-L-histidine,5,2,Breast,NCI/ADR-RES,0.284
META-8017,3-phospho-l-serine,5,2,Breast,NCI/ADR-RES,0.189
META-8018,3-phospho-l-serine,5,2,Breast,NCI/ADR-RES,0.237
META-8019,3-phospho-l-serine,5,2,Breast,NCI/ADR-RES,0.220
META-8017,4-Guanidinobutanoic acid,5,2,Breast,NCI/ADR-RES,0.134
META-8018,4-Guanidinobutanoic acid,5,2,Breast,NCI/ADR-RES,0.134
META-8019,4-Guanidinobutanoic acid,5,2,Breast,NCI/ADR-RES,0.134
META-8017,"5,6-dihydrouracil",5,2,Breast,NCI/ADR-RES,0.219
META-8018,"5,6-dihydrouracil",5,2,Breast,NCI/ADR-RES,0.219
META-8019,"5,6-dihydrouracil",5,2,Breast,NCI/ADR-RES,0.219
META-8017,5'-s-methyl-5'-thioadenosine,5,2,Breast,NCI/ADR-RES,0.381
META-8018,5'-s-methyl-5'-thioadenosine,5,2,Breast,NCI/ADR-RES,0.259
META-8019,5'-s-methyl-5'-thioadenosine,5,2,Breast,NCI/ADR-RES,0.297
META-8017,acetylphosphate,5,2,Breast,NCI/ADR-RES,1.058
META-8018,acetylphosphate,5,2,Breast,NCI/ADR-RES,1.198
META-8019,acetylphosphate,5,2,Breast,NCI/ADR-RES,0.965
META-8017,allantoin,5,2,Breast,NCI/ADR-RES,0.854
META-8018,allantoin,5,2,Breast,NCI/ADR-RES,1.401
META-8019,allantoin,5,2,Breast,NCI/ADR-RES,1.010
META-8017,alpha-keto-glutarate,5,2,Breast,NCI/ADR-RES,0.324
META-8018,alpha-keto-glutarate,5,2,Breast,NCI/ADR-RES,0.324
META-8019,alpha-keto-glutarate,5,2,Breast,NCI/ADR-RES,0.324
META-8017,arginino-succinate,5,2,Breast,NCI/ADR-RES,0.091
META-8018,arginino-succinate,5,2,Breast,NCI/ADR-RES,0.091
META-8019,arginino-succinate,5,2,Breast,NCI/ADR-RES,0.091
META-8017,beta-hydroxypyruvic acid,5,2,Breast,NCI/ADR-RES,1.258
META-8018,beta-hydroxypyruvic acid,5,2,Breast,NCI/ADR-RES,1.291
