source,target,interaction
GAD1,Gene966__GAD1,1
GADD45A,CDK1,-1
GADD45A,MAPK14,-1
GADD45A,PCNA,1
GAMT,Gene756__GAMT,1
GAMT,Gene756__GAMT_reverse,1
GAPDH,Gene7546__GAPDH,1
GAPDH,Gene7546__GAPDH_reverse,1
GAPDH,RHEB,-1
GCH1,Gene7573__GCH1,1
GDF11,ACTR2,1
GDF11,ACVR1B,1
GDF15,ERBB2,1
GEM,ROCK2,-1
GFPT1,Gene7547__GFPT1,1
GIT1,ARF1,-1
GIT1,MAP2K1,1
GIT1,PLCG1,1
GIT1,PTK2,1
GIT1,PXN,-1
GNA12,AKAP13,1
GNA12,ARHGEF1,1
GNA12,ARHGEF11,1
GNA12,ARHGEF12,1
GNA12,CDH1,1
GNA12,RHOA,1
GNA13,ARHGEF1,1
GNA13,ARHGEF11,1
GNA13,ARHGEF12,1
GNA13,CDH1,1
GNA13,PTK2B,1
GNA13,RDX,1
GNA13,RHOA,1
GNA13,TBXA2R,1
GNAI1,CDC42,1
GNAI1,MMP2,1
GNAI1,PLD2,-1
GNAI1,RAC1,1
GNAI1,SRC,1
GNAI2,LYN,1
GNAI2,SRC,1
GNAQ,ARHGEF12,1
GNAQ,ARHGEF25,1
GNAQ,HRAS,1
GNAQ,PIK3CA,-1
GNAQ,PLCE1,1
GNAQ,RHOA,1
GNAS,AXIN1,1
GNAS,PIK3R1,1
GNAS,SRC,1
GNB1,GNAS,-1
GNB1,PIK3CA,1
GNB1,TBXA2R,1
GNB2,IRS1,1
GNB2,PIK3CA,1
GNB3,PIK3CA,1
GNB3,PLCG1,1
GNG12,AKT2,1
GNG12,PIK3CA,1
GNG12,PLCE1,1
GNG12,PRKACA,-1
GOLGA3,GOPC,1
GOPC,BECN1,1
GPHN,ARHGEF9,1
GPI,AMFR,1
GPI,Gene4822__GPI,1
GPI,Gene4822__GPI_reverse,1
GPI,Gene4823__GPI,1
GPI,Gene4823__GPI_reverse,1
GPI,Gene7283__GPI,1
GPI,Gene7283__GPI_reverse,1
GPSM3,GNAI1,-1
GPSM3,GNB1,-1
GPX1,Gene4351__GPX1,1
GPX1,Gene863__GPX1,1
GRB10,ABL1,1
GRB10,AKT1,1
GRB10,IGF1R,-1
GRB10,NEDD4,1
GRB10,PIK3CA,1
GRB10,PIK3R1,1
GRB2,DNM1,1
GRB2,GAB2,1
GRB2,HRAS,1
GRB2,KHDRBS1,1
GRB2,PAK1,1
GRB2,PTK2,1
GRB2,PTPRA,-1
GRB2,SOS1,1
GRB2,SOS2,1
GRB2,VAV2,1
GRB2,WASF1,1
GRIPAP1,MAP3K1,1
GRIPAP1,MAPK8,1
GSK3A,ANAPC1,1
GSK3A,ANKRD28,-1
GSK3A,ARHGAP31,1
GSK3A,BCL3,-1
GSK3A,CAMKK2,-1
GSK3A,CREB1,1
GSK3A,EIF2B5,-1
GSK3A,GPSM3,-1
GSK3A,JUN,-1
GSK3A,LRP6,1
GSK3A,MCL1,-1
GSK3A,MYC,-1
GSK3A,NBR1,-1
GSK3A,PSEN1,-1
GSK3A,RELA,1
GSK3A,TSC2,1
GSK3B,ACLY,1
GSK3B,APC,1
GSK3B,ARHGAP31,1
GSK3B,AXIN1,1
GSK3B,BAX,1
GSK3B,BCL3,1
GSK3B,BORA,1
GSK3B,CAMKK2,-1
GSK3B,CCND1,-1
GSK3B,CCND3,-1
GSK3B,CCNE1,-1
GSK3B,CDC25A,-1
GSK3B,CDH1,1
GSK3B,CDK1,-1
GSK3B,CDKN1A,-1
GSK3B,CEBPB,1
GSK3B,CLASP2,-1
GSK3B,CREB1,-1
GSK3B,CTTN,1
GSK3B,CYCS,1
GSK3B,DPYSL2,-1
GSK3B,EIF2B5,-1
GSK3B,EIF4EBP1,-1
GSK3B,GLI2,-1
GSK3B,GPHN,-1
GSK3B,HDAC4,-1
GSK3B,HNRNPD,-1
GSK3B,JUN,-1
GSK3B,KLC2,-1
GSK3B,LRP5,1
GSK3B,LRP6,1
GSK3B,MAML1,-1
GSK3B,MAP1B,-1
GSK3B,MAP3K1,1
GSK3B,MAP3K4,-1
GSK3B,MARK2,1
GSK3B,MCL1,-1
GSK3B,MDM2,1
GSK3B,MUC1,-1
GSK3B,MYC,-1
GSK3B,NBR1,-1
GSK3B,NFE2L2,-1
GSK3B,NFKB1,1
GSK3B,NOTCH2,-1
GSK3B,PHLPP1,-1
GSK3B,PPP1R2,1
GSK3B,PRKCE,1
GSK3B,PSEN1,-1
GSK3B,PTEN,-1
GSK3B,RCAN1,1
GSK3B,RELA,1
GSK3B,SMAD3,1
GSK3B,SMO,1
GSK3B,SNAI1,-1
GSK3B,SUFU,1
GSK3B,TP53,1
GSK3B,TSC1,1
GSK3B,TSC2,1
GSK3B,UBE2A,1
GSK3B,ZYX,1
GSN,ACTA1,1
GSN,CASP9,-1
GSN,FN1,1
GSTP1,TRAF2,1
GTF2H1,E2F1,-1
GTF2H1,ERCC2,1
GTF2H1,ERCC3,1
GTF2H1,XPC,1
GTF2H4,ERCC2,1
GTF2H4,ERCC3,1
GTF2H4,GTF2H1,1
Gene1007100003__SLC7A6,Metab__HMDB0000177_e,1
Gene1007900003__SLC7A6,Metab__HMDB0000177_e,1
Gene1009500003__SLC7A6,Metab__HMDB0000177_e,1
Gene1009900002__SLC7A6,Metab__HMDB0000177_e,1
Gene1010500002__SLC7A6,Metab__HMDB0000177_e,1
Gene1011100002__SLC7A6,Metab__HMDB0000177_e,1
Gene10505__CEPT1,Metab__pe_hs_c,1
Gene10508__PLD1,Metab__HC02051_c,1
Gene10508__PLD1,Metab__HMDB0000149_c,1
Gene10508__PLD2,Metab__HC02051_c,1
Gene10508__PLD2,Metab__HMDB0000149_c,1
Gene10508__PLD3,Metab__HC02051_c,1
Gene10508__PLD3,Metab__HMDB0000149_c,1
Gene1097__NME1_NME2,Metab__HMDB0001342_n,1
Gene1097__NME2_NME1,Metab__HMDB0001342_n,1
Gene1107__SLC12A2,Metab__HMDB0000051_c,1
Gene114__ADSL,Metab__HMDB0001517_c,1
Gene1170__PLD1,Metab__HMDB0000097_c,1
Gene1170__PLD1,Metab__pa_hs_c,1
Gene1170__PLD2,Metab__HMDB0000097_c,1
Gene1170__PLD2,Metab__pa_hs_c,1
Gene1171__PLD1,Metab__HMDB0000097_g,1
Gene1172__PLD1,Metab__HMDB0000097_r,1
Gene119800002__SLC38A2,Metab__HMDB0000159_c,1
Gene119800002__SLC7A1,Metab__HMDB0000159_c,1
Gene1210__PLCB3,Metab__dag_hs_c,1
Gene1210__PLCB4,Metab__dag_hs_c,1
Gene1210__PLCD1,Metab__dag_hs_c,1
Gene1210__PLCD3,Metab__dag_hs_c,1
Gene1210__PLCE1,Metab__dag_hs_c,1
Gene1210__PLCG1,Metab__dag_hs_c,1
Gene1210__PLCG2,Metab__dag_hs_c,1
Gene1218__PLCB3,Metab__dag_hs_c,1
Gene1218__PLCB4,Metab__dag_hs_c,1
Gene1218__PLCD1,Metab__dag_hs_c,1
Gene1218__PLCD3,Metab__dag_hs_c,1
Gene1218__PLCE1,Metab__dag_hs_c,1
Gene1218__PLCG1,Metab__dag_hs_c,1
Gene1218__PLCG2,Metab__dag_hs_c,1
Gene1231__PLPP1,Metab__dag_hs_c,1
Gene1231__PLPP2,Metab__dag_hs_c,1
Gene1231__PLPP3,Metab__dag_hs_c,1
Gene1252__ATP10A,Metab__ps_hs_c,1
Gene1355__SGMS1,Metab__dag_hs_c,1
Gene1416__orphanReacTHFtm,Metab__HMDB0001846_m,1
Gene1416__orphanReacTHFtm_reverse,Metab__HMDB0001846_c,1
Gene1428__SLC29A1,Metab__HMDB0000273_m,1
Gene1428__SLC29A1_reverse,Metab__HMDB0000273_c,1
Gene1437__orphanReacTMNDNCt,Metab__HMDB0001999_c,1
Gene1452__SLC27A2,Metab__HMDB0000806_c,1
Gene1486__CMPK1_reverse,Metab__HMDB0000288_c,1
Gene1486__CMPK1_reverse,Metab__HMDB0001440_c,1
Gene1496__orphanReacUTPtn,Metab__HMDB0000285_n,1
Gene1496__orphanReacUTPtn_reverse,Metab__HMDB0000285_c,1
Gene1559__DHFR,Metab__HMDB0001846_c,1
Gene1571__HK1,Metab__HMDB0001401_c,1
Gene1571__HK1,Metab__HMDB0003335_c,1
Gene1571__HK2,Metab__HMDB0001401_c,1
Gene1571__HK2,Metab__HMDB0003335_c,1
Gene1572__HK1,Metab__HMDB0001401_c,1
Gene1572__HK2,Metab__HMDB0001401_c,1
Gene1573__HK1,Metab__HMDB0003971_c,1
Gene1573__HK2,Metab__HMDB0003971_c,1
Gene1574__HK1,Metab__man6p_c,1
Gene1574__HK2,Metab__man6p_c,1
Gene1584__PFKL_reverse,Metab__HMDB0001068_c,1
Gene1585__PFKL_reverse,Metab__HMDB0000285_c,1
Gene1585__PFKL_reverse,Metab__HMDB0001068_c,1
Gene1587__IDH1,Metab__HMDB0003974_m,1
Gene1587__IDH1_reverse,Metab__HMDB0000193_m,1
Gene1587__IDH2,Metab__HMDB0003974_m,1
Gene1587__IDH2_reverse,Metab__HMDB0000193_m,1
Gene158__SLC27A5,Metab__HMDB0001043_c,1
Gene1597__RRM2B_RRM1_RRM2,Metab__HMDB0001440_c,1
Gene1597__RRM2B_RRM1_RRM2,Metab__trdox_c,1
Gene1597__RRM2B_RRM1_RRM2_reverse,Metab__HMDB0001273_c,1
Gene1597__RRM2B_RRM1_RRM2_reverse,Metab__trdrd_c,1
Gene1676__orphanReacr0841,Metab__HMDB0000618_r,1
Gene1676__orphanReacr0841_reverse,Metab__HMDB0000618_c,1
Gene168700002__SLC25A1,Metab__HMDB0000193_c,1
Gene168800001__SLC25A1,Metab__HMDB0000094_m,1
Gene172400002__SLC25A1,Metab__HMDB0000094_c,1
Gene17300002__SLC38A2,Metab__HMDB0000168_c,1
Gene1758__orphanReacr1384,Metab__HMDB0000051_c,1
Gene1758__orphanReacr1384,Metab__HMDB0000299_c,1
Gene1758__orphanReacr1384_reverse,Metab__HMDB0000133_c,1
Gene1786__ABCA1,Metab__HMDB0000673_e,1
Gene1788__ABCA1,Metab__HMDB0003073_e,1
Gene197400003__SLC7A6,Metab__HMDB0000177_e,1
Gene197600003__SLC7A6,Metab__HMDB0000177_e,1
Gene198000002__SLC7A6,Metab__HMDB0000177_e,1
Gene198200002__SLC7A6,Metab__HMDB0000177_e,1
Gene199200002__SLC7A6,Metab__HMDB0000177_e,1
Gene199400003__SLC7A6,Metab__HMDB0000177_e,1
Gene199800003__SLC7A6,Metab__HMDB0000177_e,1
Gene220500001__SLC25A1,Metab__HMDB0000094_c,1
Gene220500002__SLC25A1,Metab__HMDB0002329_m,1
Gene220600001__SLC25A1,Metab__HMDB0000193_c,1
Gene220700002__SLC25A1,Metab__HMDB0000072_c,1
Gene220800002__SLC25A1,Metab__HMDB0000094_m,1
Gene221400002__SLC25A1,Metab__HMDB0000094_m,1
Gene221400003__SLC25A1,Metab__HMDB0002329_c,1
Gene221500003__SLC25A1,Metab__HMDB0000193_m,1
Gene221700003__SLC25A1,Metab__HMDB0000193_m,1
Gene221900002__SLC25A1,Metab__HMDB0000193_m,1
Gene221900003__SLC25A1,Metab__HMDB0002329_c,1
Gene2249__RRM2B_reverse,Metab__HMDB0000285_n,1
Gene233__ATP2B1,Metab__HMDB0000464_e,1
Gene233__ATP2B4,Metab__HMDB0000464_e,1
Gene2341__PRDX6,Metab__HMDB0002818_c,1
Gene2341__PRDX6_reverse,Metab__HMDB0003125_c,1
Gene2346__PKM,Metab__HMDB0000243_c,1
Gene2346__PKM,Metab__HMDB0001342_c,1
Gene2346__PKM_reverse,Metab__HMDB0000263_c,1
Gene2346__PKM_reverse,Metab__HMDB0001274_c,1
Gene254__orphanReacCHOLtr,Metab__HMDB0000097_c,1
Gene254__orphanReacCHOLtr_reverse,Metab__HMDB0000097_r,1
Gene255__orphanReacCHSTEROLt3,Metab__HMDB0000067_m,1
Gene2730__orphanReacAHCYStm,Metab__HMDB0000939_m,1
Gene275800002__orphanReacKt3r,Metab__HMDB0000586_e,1
Gene2903__SGMS1,Metab__dag_hs_c,1
Gene2903__SGMS2,Metab__dag_hs_c,1
Gene2906__SGMS1,Metab__dag_hs_c,1
Gene2906__SGMS2,Metab__dag_hs_c,1
Gene2907__SGMS1,Metab__dag_hs_c,1
Gene2907__SGMS2,Metab__dag_hs_c,1
Gene2908__SGMS1,Metab__dag_hs_c,1
Gene2908__SGMS2,Metab__dag_hs_c,1
Gene2910__SGMS1,Metab__dag_hs_c,1
Gene2910__SGMS2,Metab__dag_hs_c,1
Gene2912__SGMS1,Metab__dag_hs_c,1
Gene2912__SGMS2,Metab__dag_hs_c,1
Gene2913__SGMS1,Metab__dag_hs_c,1
Gene2913__SGMS2,Metab__dag_hs_c,1
Gene2914__SGMS1,Metab__dag_hs_c,1
Gene2914__SGMS2,Metab__dag_hs_c,1
Gene2915__SGMS1,Metab__dag_hs_c,1
Gene2915__SGMS2,Metab__dag_hs_c,1
Gene320__CMPK1,Metab__HMDB0001245_c,1
Gene320__CMPK1_reverse,Metab__HMDB0000285_c,1
Gene320__CMPK1_reverse,Metab__HMDB0001202_c,1
Gene329__CMPK1_reverse,Metab__HMDB0000285_n,1
Gene338__orphanReacDATPtn_reverse,Metab__HMDB0001532_c,1
Gene346__CDA,Metab__HMDB0000051_c,1
Gene3584__orphanReacCA2t,Metab__HMDB0000464_c,1
Gene3634__GAD1,Metab__HMDB0000056_c,1
Gene365__orphanReacDHFtm_reverse,Metab__HMDB0001056_c,1
Gene3666__DHFR,Metab__HMDB0001846_c,1
Gene3666__DHFR_reverse,Metab__HMDB0001056_c,1
Gene3674__DTYMK,Metab__HMDB0001274_c,1
Gene3711__IMPDH2,Metab__HMDB0062755_c,1
Gene3724__NME3,Metab__HMDB0001342_c,1
Gene3724__NME3_reverse,Metab__HMDB0001274_c,1
Gene3724__NME6,Metab__HMDB0001342_c,1
Gene3724__NME6_reverse,Metab__HMDB0001274_c,1
Gene3724__NME7,Metab__HMDB0001342_c,1
Gene3724__NME7_reverse,Metab__HMDB0001274_c,1
Gene3732__BPGM,Metab__HMDB0060180_c,1
Gene3732__BPGM_reverse,Metab__HMDB0000362_c,1
Gene3732__PGAM1,Metab__HMDB0060180_c,1
Gene3732__PGAM1_reverse,Metab__HMDB0000362_c,1
Gene3732__PGAM2,Metab__HMDB0060180_c,1
Gene3732__PGAM2_reverse,Metab__HMDB0000362_c,1
Gene3734__PGM1,Metab__HMDB0001401_c,1
Gene3734__PGM2,Metab__HMDB0001401_c,1
Gene3753__IDH1,Metab__HMDB0003974_c,1
Gene3753__IDH1_reverse,Metab__HMDB0000193_c,1
Gene3753__IDH2,Metab__HMDB0003974_c,1
Gene3753__IDH2_reverse,Metab__HMDB0000193_c,1
Gene3756__PNP,Metab__HMDB0001489_c,1
Gene3756__PNP_reverse,Metab__HMDB0000133_c,1
Gene3758__PNP,Metab__HMDB0001489_c,1
Gene3758__PNP_reverse,Metab__HMDB0000195_c,1
Gene3764__PNP_reverse,Metab__HMDB0000299_c,1
Gene3765__RRM2B,Metab__HMDB0000960_c,1
Gene3765__RRM2B,Metab__trdox_c,1
Gene3766__RRM2B,Metab__HMDB0001245_c,1
Gene3766__RRM2B,Metab__trdox_c,1
Gene3767__RRM2B,Metab__trdox_c,1
Gene3771__RPE,Metab__HMDB0000868_c,1
Gene3771__RPE_reverse,Metab__HMDB0000618_c,1
Gene3777__TALDO1,Metab__HMDB0001321_c,1
Gene3777__TALDO1,Metab__HMDB0003971_c,1
Gene3777__TALDO1_reverse,Metab__HMDB0001068_c,1
Gene3777__TALDO1_reverse,Metab__HMDB0001112_c,1
Gene3779__NT5C,Metab__HMDB0000299_c,1
Gene3779__NT5C2,Metab__HMDB0000299_c,1
Gene3779__NT5C3A,Metab__HMDB0000299_c,1
Gene3779__NT5E,Metab__HMDB0000299_c,1
Gene3782__TKT,Metab__HMDB0001068_c,1
Gene3782__TKT,Metab__HMDB0001112_c,1
Gene3782__TKT_reverse,Metab__HMDB0000868_c,1
Gene3782__TKT_reverse,Metab__r5p_c,1
Gene3787__orphanReacNH4t,Metab__HMDB0000051_c,1
Gene3800__ACYP1,Metab__HMDB0060180_c,1
Gene3800__ACYP2,Metab__HMDB0060180_c,1
Gene3800__RWDD2A,Metab__HMDB0060180_c,1
Gene3805__ATIC,Metab__HMDB0001846_c,1
Gene3805__ATIC_reverse,Metab__HMDB0001517_c,1
Gene3813__MDH1,Metab__HMDB0000223_c,1
Gene3825__ACO1,Metab__HMDB0000193_c,1
Gene3825__ACO1_reverse,Metab__HMDB0000094_c,1
Gene3825__IREB2,Metab__HMDB0000193_c,1
Gene3825__IREB2_reverse,Metab__HMDB0000094_c,1
Gene3833__PKM,Metab__HMDB0000243_c,1
Gene3837__TYMS,Metab__HMDB0001056_c,1
Gene3837__TYMS,Metab__HMDB0001227_c,1
Gene3840__AHCYL1_reverse,Metab__HMDB0000939_c,1
Gene3844__PGD,Metab__HMDB0000618_c,1
Gene4039__SCARB1,Metab__HMDB0001903_c,1
Gene4336__LPIN1,Metab__HC02057_c,1
Gene4336__LPIN2,Metab__HC02057_c,1
Gene4336__LPIN3,Metab__HC02057_c,1
Gene4336__PLPP1,Metab__HC02057_c,1
Gene4336__PLPP2,Metab__HC02057_c,1
Gene4336__PLPP3,Metab__HC02057_c,1
Gene4336__PLPP4,Metab__HC02057_c,1
Gene4336__PLPP5,Metab__HC02057_c,1
Gene4336__PLPPR2,Metab__HC02057_c,1
Gene4347__PLD1,Metab__HMDB0000097_c,1
Gene4347__PLD2,Metab__HMDB0000097_c,1
Gene4351__GPX1,Metab__HMDB0003337_c,1
Gene4351__PRDX6,Metab__HMDB0003337_c,1
Gene4361__PEMT,Metab__HMDB0000939_c,1
Gene440__PGAM1,Metab__HMDB0060180_c,1
Gene440__PGAM2,Metab__HMDB0060180_c,1
Gene4425__DHCR24,Metab__HMDB0000067_c,1
Gene442__orphanReacDTDPtn_reverse,Metab__HMDB0001274_c,1
Gene4449__HDLBP,Metab__HMDB0000067_g,1
Gene4449__NPC1,Metab__HMDB0000067_g,1
Gene445__DPYD,Metab__HMDB0000262_c,1
Gene4481__PRDX6,Metab__HMDB0003125_c,1
Gene4481__PRDX6,Metab__HMDB0005896_c,1
Gene4481__PRDX6_reverse,Metab__CE5253_c,1
Gene4482__PRDX6,Metab__HMDB0003125_l,1
Gene4482__PRDX6_reverse,Metab__CE5253_l,1
Gene4741__FH,Metab__HMDB0000051_c,1
Gene4743__HNMT,Metab__HMDB0000939_c,1
Gene4788__KMT2A,Metab__HMDB0000939_c,1
Gene4788__KMT2A,Metab__M00213_c,1
Gene4788__KMT5A,Metab__HMDB0000939_c,1
Gene4788__KMT5A,Metab__M00213_c,1
Gene4788__SETDB1,Metab__HMDB0000939_c,1
Gene4788__SETDB1,Metab__M00213_c,1
Gene4788__SUV39H1,Metab__HMDB0000939_c,1
Gene4788__SUV39H1,Metab__M00213_c,1
Gene4789__ASH1L,Metab__HMDB0000939_c,1
Gene4789__ASH1L,Metab__Ndmelys_c,1
Gene4789__DOT1L,Metab__HMDB0000939_c,1
Gene4789__DOT1L,Metab__Ndmelys_c,1
Gene4789__EHMT1,Metab__HMDB0000939_c,1
Gene4789__EHMT1,Metab__Ndmelys_c,1
Gene4789__EHMT2,Metab__HMDB0000939_c,1
Gene4789__EHMT2,Metab__Ndmelys_c,1
Gene4789__KMT2A,Metab__HMDB0000939_c,1
Gene4789__KMT2A,Metab__Ndmelys_c,1
Gene4789__KMT2B,Metab__HMDB0000939_c,1
Gene4789__KMT2B,Metab__Ndmelys_c,1
Gene4789__KMT2C,Metab__HMDB0000939_c,1
Gene4789__KMT2C,Metab__Ndmelys_c,1
Gene4789__KMT2D,Metab__HMDB0000939_c,1
Gene4789__KMT2D,Metab__Ndmelys_c,1
Gene4789__KMT2E,Metab__HMDB0000939_c,1
Gene4789__KMT2E,Metab__Ndmelys_c,1
Gene4789__KMT5A,Metab__HMDB0000939_c,1
Gene4789__KMT5A,Metab__Ndmelys_c,1
Gene4789__KMT5B,Metab__HMDB0000939_c,1
Gene4789__KMT5B,Metab__Ndmelys_c,1
Gene4789__KMT5C,Metab__HMDB0000939_c,1
Gene4789__KMT5C,Metab__Ndmelys_c,1
Gene4789__NSD1,Metab__HMDB0000939_c,1
Gene4789__NSD1,Metab__Ndmelys_c,1
Gene4789__SETD1A,Metab__HMDB0000939_c,1
Gene4789__SETD1A,Metab__Ndmelys_c,1
Gene4789__SETD1B,Metab__HMDB0000939_c,1
Gene4789__SETD1B,Metab__Ndmelys_c,1
Gene4789__SETD2,Metab__HMDB0000939_c,1
Gene4789__SETD2,Metab__Ndmelys_c,1
Gene4789__SETD7,Metab__HMDB0000939_c,1
Gene4789__SETD7,Metab__Ndmelys_c,1
Gene4789__SETDB1,Metab__HMDB0000939_c,1
Gene4789__SETDB1,Metab__Ndmelys_c,1
Gene4789__SETMAR,Metab__HMDB0000939_c,1
Gene4789__SETMAR,Metab__Ndmelys_c,1
Gene4789__SMYD3,Metab__HMDB0000939_c,1
Gene4789__SMYD3,Metab__Ndmelys_c,1
Gene4789__SUV39H1,Metab__HMDB0000939_c,1
Gene4789__SUV39H1,Metab__Ndmelys_c,1
Gene4789__SUV39H2,Metab__HMDB0000939_c,1
Gene4789__SUV39H2,Metab__Ndmelys_c,1
Gene4822__GPI,Metab__HMDB0001401_c,1
Gene4822__GPI_reverse,Metab__M01389_c,1
Gene4823__GPI,Metab__HMDB0003971_c,1
Gene4823__GPI_reverse,Metab__M01389_c,1
Gene486200002__SLC6A9,Metab__HMDB0000177_c,1
Gene5471__GAD1,Metab__HMDB0000965_c,1
Gene5537__ACLY,Metab__HMDB0000223_c,1
Gene563600003__SLC1A3,Metab__HMDB0000586_e,1
Gene5698__CEPT1,Metab__pe_hs_c,1
Gene5704__orphanReacCHLtm,Metab__HMDB0000097_m,1
Gene5704__orphanReacCHLtm_reverse,Metab__HMDB0000097_c,1
Gene5710__orphanReacCHOLtg,Metab__HMDB0000097_c,1
Gene5710__orphanReacCHOLtg_reverse,Metab__HMDB0000097_g,1
Gene5715__ABCA1,Metab__HMDB0000067_c,1
Gene5749__CS,Metab__HMDB0000094_m,1
Gene5769__CMPK1_reverse,Metab__HMDB0001440_c,1
Gene5771__CMPK1,Metab__HMDB0000960_c,1
Gene5771__CMPK1,Metab__HMDB0001245_c,1
Gene5771__CMPK1_reverse,Metab__HMDB0001202_c,1
Gene5771__CMPK1_reverse,Metab__HMDB0001440_c,1
Gene5773__CMPK1_reverse,Metab__HMDB0001202_c,1
Gene5773__CMPK1_reverse,Metab__HMDB0001532_c,1
Gene5774__CMPK1_reverse,Metab__HMDB0000285_n,1
Gene5778__CMPK1,Metab__HMDB0001245_c,1
Gene5779__CMPK1,Metab__HMDB0001245_c,1
Gene5787__orphanReacDAGt,Metab__dag_hs_c,1
Gene5814__orphanReacDGTPtn_reverse,Metab__HMDB0001440_c,1
Gene5890__PGAM1_reverse,Metab__HMDB0001270_c,1
Gene5890__PGAM2_reverse,Metab__HMDB0001270_c,1
Gene5896__orphanReacDTTPtn,Metab__HMDB0001342_n,1
Gene5896__orphanReacDTTPtn_reverse,Metab__HMDB0001342_c,1
Gene6133__NME1,Metab__HMDB0001342_n,1
Gene6133__NME2,Metab__HMDB0001342_n,1
Gene616500001__SLC25A1,Metab__HMDB0000094_c,1
Gene616500002__SLC25A1,Metab__HMDB0000072_m,1
Gene616600001__SLC25A1,Metab__HMDB0000193_c,1
Gene616600002__SLC25A1,Metab__HMDB0000072_m,1
Gene616700002__SLC25A1,Metab__HMDB0000094_c,1
Gene616800001__SLC25A1,Metab__HMDB0000193_c,1
Gene616800002__SLC25A1,Metab__HMDB0002329_m,1
Gene617500002__SLC25A1,Metab__HMDB0000072_c,1
Gene617600002__SLC25A1,Metab__HMDB0000072_c,1
Gene618000003__SLC25A1,Metab__HMDB0000094_m,1
Gene618100002__SLC25A1,Metab__HMDB0000193_m,1
Gene618400003__SLC25A1,Metab__HMDB0000072_m,1
Gene618600003__SLC25A1,Metab__HMDB0000072_m,1
Gene618800003__SLC25A1,Metab__HMDB0000072_m,1
Gene619000001__SLC25A1,Metab__HMDB0000263_m,1
Gene619000002__SLC25A1,Metab__HMDB0000193_c,1
Gene619100001__SLC25A1,Metab__HMDB0000263_m,1
Gene619100002__SLC25A1,Metab__HMDB0000072_c,1
Gene621600002__SLC25A10,Metab__HMDB0002329_m,1
Gene6553__ABCA1,Metab__HMDB0000067_e,1
Gene6581__orphanReac3MHISc,Metab__3mhis_c,1
Gene6581__orphanReac3MHISc,Metab__HMDB0000939_c,1
Gene6581__orphanReac3MHISc_reverse,Metab__HMDB0000177_c,1
Gene6816__SGMS1,Metab__dag_hs_c,1
Gene6816__SGMS2,Metab__dag_hs_c,1
Gene6817__SGMS1,Metab__dag_hs_c,1
Gene6817__SGMS2,Metab__dag_hs_c,1
Gene6818__SGMS1,Metab__dag_hs_c,1
Gene6818__SGMS2,Metab__dag_hs_c,1
Gene6819__SGMS1,Metab__dag_hs_c,1
Gene6819__SGMS2,Metab__dag_hs_c,1
Gene6820__SGMS1,Metab__dag_hs_c,1
Gene6820__SGMS2,Metab__dag_hs_c,1
Gene6821__SGMS1,Metab__dag_hs_c,1
Gene6821__SGMS2,Metab__dag_hs_c,1
Gene6822__SGMS1,Metab__dag_hs_c,1
Gene6822__SGMS2,Metab__dag_hs_c,1
Gene7155__orphanReacMALOAAtm_TRANSPORTER1,Metab__HMDB0000223_m,1
Gene7155__orphanReacMALOAAtm_TRANSPORTER4_reverse,Metab__HMDB0000223_c,1
Gene7225__ENO1,Metab__HMDB0000263_c,1
Gene7225__ENO1_reverse,Metab__HMDB0000362_c,1
Gene7225__ENO2,Metab__HMDB0000263_c,1
Gene7225__ENO2_reverse,Metab__HMDB0000362_c,1
Gene7225__ENO3,Metab__HMDB0000263_c,1
Gene7225__ENO3_reverse,Metab__HMDB0000362_c,1
Gene7278__NME3_reverse,Metab__HMDB0001245_c,1
Gene7278__NME6_reverse,Metab__HMDB0001245_c,1
Gene7278__NME7_reverse,Metab__HMDB0001245_c,1
Gene7280__NME3,Metab__HMDB0000189_c,1
Gene7280__NME6,Metab__HMDB0000189_c,1
Gene7280__NME7,Metab__HMDB0000189_c,1
Gene7283__GPI,Metab__HMDB0003971_c,1
Gene7283__GPI_reverse,Metab__HMDB0001401_c,1
Gene7284__MIA3,Metab__HMDB0001270_c,1
Gene7284__MIA3_reverse,Metab__HMDB0060180_c,1
Gene7284__PGK1,Metab__HMDB0001270_c,1
Gene7284__PGK1_reverse,Metab__HMDB0060180_c,1
Gene7304__PGM1,Metab__r5p_c,1
Gene7304__PGM1_reverse,Metab__HMDB0001489_c,1
Gene7304__PGM2,Metab__r5p_c,1
Gene7304__PGM2_reverse,Metab__HMDB0001489_c,1
Gene7324__RRM2B,Metab__trdox_c,1
Gene7325__RPIA,Metab__HMDB0000618_c,1
Gene7325__RPIA_reverse,Metab__r5p_c,1
Gene7328__TKT,Metab__HMDB0001112_c,1
Gene7328__TKT,Metab__HMDB0003971_c,1
Gene7328__TKT_reverse,Metab__HMDB0000868_c,1
Gene7328__TKT_reverse,Metab__HMDB0001321_c,1
Gene7337__TK1,Metab__HMDB0001227_c,1
Gene7337__TK2,Metab__HMDB0001227_c,1
Gene7338__LDHA,Metab__HMDB0000243_c,1
Gene7544__G6PD_reverse,Metab__HMDB0001401_c,1
Gene7546__GAPDH,Metab__HMDB0001270_c,1
Gene7546__GAPDH_reverse,Metab__HMDB0001112_c,1
Gene7547__GFPT1,Metab__gam6p_c,1
Gene7547__GFPT2,Metab__gam6p_c,1
Gene756__GAMT,Metab__HMDB0000064_c,1
